"EnsemblID","Type","negCorr","posCorr","minFeature","maxFeature","numFeatures","numSigFeatures","Symbol","EntrezID","corDiff","minFeature_hg19","maxFeature_hg19"
"ENSG00000187634","Exon",-0.0422793467223764,0.118561787555681,"e454","e432",29,25,"SAMD11",148398,0.160841134278058,"chr1:876456-876686","chr1:865692-865716"
"ENSG00000188976","Exon",-0.254205268408545,0.0115909255279494,"e492","e480",30,13,"NOC2L",26155,0.265796193936494,"chr1:892479-893838","chr1:889162-889272"
"ENSG00000169972","Exon",-0.0184933895479186,0.215561640424783,"e1428","e1425",19,16,"PUSL1",126789,0.234055029972701,"chr1:1246710-1247056","chr1:1244615-1244653"
"ENSG00000127054","Exon",-0.441994656705031,0.203117906865092,"e1524","e1430",112,72,"CPSF3L",102465435,0.645112563570123,"chr1:1258272-1258667","chr1:1249681-1249745"
"ENSG00000162585","Exon",-0.503208806588781,0.33609170006558,"e3767","e3754",39,34,"C1orf86",199990,0.839300506654361,"chr1:2118277-2118645","chr1:2138995-2139172"
"ENSG00000157916","Exon",-0.212585918663694,0.330644171182432,"e3960","e3942",25,23,"RER1",11079,0.543230089846126,"chr1:2324613-2324670","chr1:2334474-2335188"
"ENSG00000157911","Exon",-0.301980800342578,0.46719567851397,"e4005","e3978",26,24,"PEX10",5192,0.769176478856549,"chr1:2342069-2342312","chr1:2337923-2338058"
"ENSG00000157881","Exon",-0.0307622373499426,0.25912695910357,"e4232","e4215",45,8,"PANK4",55229,0.289889196453512,"chr1:2450582-2450734","chr1:2440234-2440499"
"ENSG00000142606","Exon",-0.506410577817454,0.367854016175681,"e4466","e4506",40,33,"MMEL1",79258,0.874264593993135,"chr1:2537687-2537805","chr1:2522082-2522528"
"ENSG00000142611","Exon",-0.267029665664758,0.0555296967126417,"e4687","e4650",38,16,"PRDM16",63976,0.322559362377399,"chr1:3102689-3103155","chr1:3348530-3348704"
"ENSG00000116213","Exon",-0.177873182541711,0.0240748880750732,"e4990","e4992",29,17,"WRAP73",49856,0.201948070616784,"chr1:3553559-3553662","chr1:3551724-3551858"
